Date,Open,High,Low,Close,Adj Close,Volume,Close_NIFTY,Close_NIFTYBANK
2022-03-07,1320.0,1330.550049,1297.400024,1323.699951,1308.480469,900647,15863.150391,32871.25
2022-03-08,1300.0,1334.550049,1292.0,1327.050049,1311.792114,469541,16013.450195,33158.101563
2022-03-09,1334.400024,1374.599976,1319.150024,1370.75,1354.989502,277538,16345.349609,33815.449219
2022-03-10,1426.300049,1426.300049,1380.199951,1392.099976,1376.094116,297516,16594.900391,34475.601563
2022-03-11,1390.0,1409.0,1373.650024,1397.0,1380.937744,215335,16630.449219,34546.25
2022-03-14,1411.0,1449.900024,1411.0,1442.400024,1425.815796,690541,16871.300781,35312.148438
2022-03-15,1445.0,1449.949951,1412.150024,1423.800049,1407.429688,273660,16663.0,35022.648438
2022-03-16,1450.0,1454.849976,1436.599976,1447.849976,1431.203125,115220,16975.349609,35748.25
2022-03-17,1474.650024,1489.900024,1469.699951,1480.25,1463.230591,131873,17287.050781,36428.550781
2022-03-21,1487.0,1493.699951,1471.75,1486.050049,1468.963867,219081,17117.599609,36018.5
2022-03-22,1485.0,1497.949951,1457.150024,1494.449951,1477.267212,490620,17315.5,36348.550781
2022-03-23,1502.0,1517.800049,1464.0,1475.650024,1458.683472,228931,17245.650391,36147.351563
2022-03-24,1466.0,1466.050049,1434.949951,1442.699951,1426.112305,170544,17222.75,35527.101563
2022-03-25,1448.0,1451.099976,1418.800049,1431.75,1415.288208,404381,17153.0,35410.101563
2022-03-28,1432.150024,1436.800049,1401.599976,1432.900024,1416.425049,322868,17222.0,35710.5
2022-03-29,1440.0,1460.0,1430.0,1452.949951,1436.244385,294890,17325.300781,35847.398438
2022-03-30,1465.0,1483.0,1454.099976,1476.400024,1459.424805,349900,17498.25,36334.300781
2022-03-31,1478.0,1484.349976,1465.599976,1469.949951,1453.04895,66274,17464.75,36373.601563
2022-04-01,1474.0,1509.900024,1471.0,1506.300049,1488.981079,178324,17670.449219,37148.5
2022-04-04,1562.300049,1721.849976,1562.300049,1656.449951,1637.404663,3684112,18053.400391,38635.199219
2022-04-05,1671.0,1671.0,1602.0,1607.150024,1588.671509,410187,17957.400391,38067.898438
2022-04-06,1599.0,1599.0,1548.449951,1550.800049,1532.969482,333541,17807.650391,37632.800781
2022-04-07,1543.75,1543.75,1514.0,1516.900024,1499.459229,263571,17639.550781,37557.351563
2022-04-08,1513.0,1525.0,1496.949951,1515.099976,1497.67981,472233,17784.349609,37752.050781
2022-04-11,1510.0,1510.0,1494.0,1496.199951,1478.99707,413938,17674.949219,37613.800781
2022-04-12,1483.900024,1507.0,1481.0,1493.25,1476.081055,463987,17530.300781,37747.398438
2022-04-13,1492.900024,1501.949951,1462.349976,1464.849976,1448.007568,286246,17475.650391,37463.398438
2022-04-18,1440.0,1440.0,1390.099976,1395.349976,1379.306641,493756,17173.650391,36729.0
2022-04-19,1385.0,1388.599976,1328.0,1343.300049,1327.855225,2091982,16958.650391,36341.601563
2022-04-20,1355.0,1360.0,1336.0,1354.650024,1339.074707,888415,17136.550781,36314.898438
2022-04-21,1364.900024,1379.699951,1353.349976,1374.25,1358.449341,563772,17392.599609,36816.101563
2022-04-22,1358.75,1375.449951,1349.550049,1355.449951,1339.865479,1157614,17171.949219,36044.75
2022-04-25,1352.599976,1370.699951,1323.900024,1365.550049,1349.849365,274235,16953.949219,36082.351563
2022-04-26,1374.800049,1383.800049,1357.150024,1372.349976,1356.571167,198963,17200.800781,36404.800781
2022-04-27,1360.0,1378.300049,1355.25,1372.650024,1356.867798,359986,17038.400391,36028.851563
2022-04-28,1375.0,1375.800049,1362.0,1371.050049,1355.286133,250493,17245.050781,36422.199219
2022-04-29,1379.900024,1404.699951,1372.0,1384.75,1368.828613,226194,17102.550781,36088.148438
2022-05-02,1363.0,1405.949951,1363.0,1403.099976,1386.967529,387650,17069.099609,36163.75
2022-05-04,1403.0,1403.0,1349.5,1356.25,1340.65625,188884,16677.599609,35264.550781
2022-05-05,1376.0,1376.0,1346.5,1352.699951,1337.147095,433003,16682.650391,35232.851563
2022-05-06,1339.800049,1339.800049,1313.099976,1317.599976,1302.450684,202634,16411.25,34591.199219
2022-05-09,1305.0,1326.400024,1295.699951,1320.099976,1304.921875,489237,16301.849609,34275.398438
2022-05-10,1315.0,1352.949951,1315.0,1341.349976,1325.927612,456119,16240.049805,34482.648438
2022-05-11,1354.0,1355.449951,1328.699951,1348.099976,1332.599976,283117,16167.099609,34693.148438
2022-05-12,1328.900024,1328.900024,1293.349976,1303.099976,1303.099976,227388,15808.0,33532.148438
2022-05-13,1317.0,1317.0,1287.050049,1290.949951,1290.949951,389864,15782.150391,33121.351563
2022-05-16,1297.0,1311.800049,1285.0,1305.099976,1305.099976,146395,15842.299805,33597.601563
2022-05-17,1314.0,1317.0,1298.349976,1314.050049,1314.050049,638165,16259.299805,34301.898438
2022-05-18,1322.0,1333.0,1310.0,1314.349976,1314.349976,234160,16240.299805,34163.699219
2022-05-19,1285.0,1296.599976,1278.300049,1287.199951,1287.199951,335166,15809.400391,33315.648438
2022-05-20,1300.0,1324.199951,1292.199951,1320.699951,1320.699951,341264,16266.150391,34276.398438
2022-05-23,1313.0,1329.550049,1299.0,1302.900024,1302.900024,382983,16214.700195,34247.601563
2022-05-24,1297.699951,1325.300049,1296.199951,1318.949951,1318.949951,106241,16125.150391,34290.148438
2022-05-25,1327.5,1336.0,1323.050049,1328.400024,1328.400024,432958,16025.799805,34339.5
2022-05-26,1335.0,1370.550049,1335.0,1367.699951,1367.699951,359850,16170.150391,35094.898438
2022-05-27,1374.0,1394.5,1371.449951,1391.599976,1391.599976,1269551,16352.450195,35613.300781
2022-05-30,1408.199951,1420.550049,1399.0,1400.75,1400.75,163805,16661.400391,35826.949219
2022-05-31,1397.0,1404.800049,1380.0,1387.449951,1387.449951,91482,16584.550781,35487.398438
2022-06-01,1383.849976,1400.800049,1379.800049,1396.300049,1396.300049,101965,16522.75,35620.800781
2022-06-02,1388.0,1388.0,1378.900024,1385.099976,1385.099976,154654,16628.0,35613.648438
2022-06-03,1395.0,1401.400024,1376.0,1380.25,1380.25,154630,16584.300781,35275.050781
2022-06-06,1374.050049,1387.400024,1361.650024,1377.599976,1377.599976,113056,16569.550781,35310.199219
2022-06-07,1364.400024,1373.75,1355.300049,1362.849976,1362.849976,157070,16416.349609,34996.0
2022-06-08,1367.5,1381.400024,1357.199951,1367.300049,1367.300049,286636,16356.25,34946.148438
2022-06-09,1359.050049,1381.349976,1357.400024,1377.349976,1377.349976,192821,16478.099609,35085.449219
2022-06-10,1365.0,1365.0,1343.300049,1350.650024,1350.650024,148336,16201.799805,34483.800781
2022-06-13,1320.0,1330.550049,1308.900024,1327.300049,1327.300049,452957,15774.400391,33405.851563
2022-06-14,1310.0,1326.150024,1306.199951,1310.849976,1310.849976,316756,15732.099609,33311.351563
2022-06-15,1301.0,1315.849976,1298.5,1307.849976,1307.849976,374039,15692.150391,33339.0
2022-06-16,1314.0,1320.599976,1278.0,1281.150024,1281.150024,521539,15360.599609,32617.099609
2022-06-17,1275.0,1297.449951,1271.75,1290.099976,1290.099976,166999,15293.5,32743.050781
2022-06-20,1295.25,1325.0,1294.050049,1322.0,1322.0,482783,15350.150391,32684.800781
2022-06-21,1338.199951,1354.25,1324.050049,1335.849976,1335.849976,181404,15638.799805,33191.75
2022-06-22,1329.5,1336.800049,1323.349976,1330.25,1330.25,176670,15413.299805,32845.300781
2022-06-23,1331.0,1347.699951,1318.300049,1336.900024,1336.900024,198842,15556.650391,33135.0
2022-06-24,1341.650024,1361.0,1340.0,1353.900024,1353.900024,295518,15699.25,33627.449219
2022-06-27,1363.25,1375.900024,1352.0,1356.099976,1356.099976,259682,15832.049805,33811.25
2022-06-28,1340.599976,1351.0,1339.0,1345.650024,1345.650024,100151,15850.200195,33642.449219
2022-06-29,1330.25,1350.75,1330.25,1343.949951,1343.949951,266233,15799.099609,33269.898438
2022-06-30,1331.599976,1353.550049,1331.599976,1347.5,1347.5,182482,15780.25,33425.101563
2022-07-01,1346.5,1360.0,1330.300049,1353.650024,1353.650024,243688,15752.049805,33539.449219
2022-07-04,1353.449951,1360.099976,1342.5,1355.400024,1355.400024,215359,15835.349609,33940.898438
2022-07-05,1368.0,1378.800049,1348.25,1352.0,1352.0,174748,15810.849609,33815.898438
2022-07-06,1349.0,1373.5,1348.599976,1371.5,1371.5,332854,15989.799805,34324.25
2022-07-07,1384.0,1398.0,1374.400024,1396.050049,1396.050049,512632,16132.900391,34920.300781
2022-07-08,1404.5,1408.0,1394.300049,1396.75,1396.75,382228,16220.599609,35124.050781
2022-07-11,1395.0,1409.75,1394.0,1405.550049,1405.550049,323413,16216.0,35469.648438
2022-07-12,1407.0,1407.0,1389.349976,1391.650024,1391.650024,105308,16058.299805,35132.25
2022-07-13,1393.5,1394.449951,1354.300049,1357.650024,1357.650024,170421,15966.650391,34827.800781
2022-07-14,1363.400024,1372.5,1348.949951,1351.300049,1351.300049,278788,15938.650391,34651.199219
2022-07-15,1355.0,1365.25,1346.650024,1363.849976,1363.849976,248018,16049.200195,34682.648438
2022-07-18,1352.0,1365.800049,1342.0,1347.650024,1347.650024,1083946,16278.5,35358.699219
2022-07-19,1339.449951,1358.400024,1338.300049,1347.599976,1347.599976,200039,16340.549805,35720.351563
2022-07-20,1361.5,1371.449951,1355.5,1365.699951,1365.699951,307109,16520.849609,35972.101563
2022-07-21,1361.5,1369.349976,1358.0,1361.0,1361.0,262561,16605.25,36201.0
2022-07-22,1362.0,1397.0,1362.0,1392.849976,1392.849976,501946,16719.449219,36738.949219
2022-07-25,1393.0,1404.550049,1383.099976,1396.099976,1396.099976,386965,16631.0,36726.398438
2022-07-26,1396.5,1402.0,1386.099976,1392.550049,1392.550049,305204,16483.849609,36408.5
2022-07-27,1390.0,1406.0,1384.300049,1404.099976,1404.099976,209717,16641.800781,36783.75
