Date,Open,High,Low,Close,Adj Close,Volume,Close_NIFTY,Close_NIFTYBANK
2022-03-07,3749.0,3791.949951,3668.0,3769.399902,3718.782959,603086,15863.150391,32871.25
2022-03-08,3750.0,3886.949951,3737.850098,3868.550049,3816.601807,784169,16013.450195,33158.101563
2022-03-09,3901.5,3981.300049,3882.199951,3930.449951,3877.67041,809369,16345.349609,33815.449219
2022-03-10,3975.0,3986.5,3875.550049,3892.5,3840.230225,712099,16594.900391,34475.601563
2022-03-11,3893.0,3996.0,3873.0,3975.600098,3922.214355,1113263,16630.449219,34546.25
2022-03-14,3961.0,3994.649902,3925.0,3957.300049,3904.160156,570058,16871.300781,35312.148438
2022-03-15,3958.0,3999.0,3880.0,3899.850098,3847.481445,471294,16663.0,35022.648438
2022-03-16,3974.0,3974.0,3890.0,3943.800049,3890.841309,358776,16975.349609,35748.25
2022-03-17,3965.100098,4050.0,3946.199951,4042.149902,3987.870361,772587,17287.050781,36428.550781
2022-03-21,4074.0,4082.949951,3996.75,4004.949951,3951.170166,401639,17117.599609,36018.5
2022-03-22,4021.0,4056.949951,3970.0,4030.350098,3976.229004,1290222,17315.5,36348.550781
2022-03-23,4040.0,4188.950195,4040.0,4127.299805,4071.876709,1044114,17245.650391,36147.351563
2022-03-24,4113.0,4348.549805,4101.450195,4328.5,4270.375488,1738147,17222.75,35527.101563
2022-03-25,4327.0,4375.0,4290.0,4361.450195,4302.882813,864397,17153.0,35410.101563
2022-03-28,4359.799805,4362.950195,4239.149902,4285.450195,4227.90332,496907,17222.0,35710.5
2022-03-29,4294.0,4355.549805,4247.049805,4323.549805,4265.491211,421084,17325.300781,35847.398438
2022-03-30,4352.799805,4366.5,4284.100098,4354.399902,4295.927246,616826,17498.25,36334.300781
2022-03-31,4353.0,4387.5,4280.100098,4295.450195,4237.769531,611719,17464.75,36373.601563
2022-04-01,4295.0,4334.649902,4263.0,4279.450195,4221.983887,313871,17670.449219,37148.5
2022-04-04,4340.0,4340.0,4270.0,4317.149902,4259.177734,259774,18053.400391,38635.199219
2022-04-05,4338.899902,4408.0,4302.75,4329.899902,4271.756348,479865,17957.400391,38067.898438
2022-04-06,4330.0,4355.0,4266.299805,4276.75,4219.320313,411951,17807.650391,37632.800781
2022-04-07,4295.0,4357.049805,4276.75,4317.399902,4259.424316,279402,17639.550781,37557.351563
2022-04-08,4347.0,4477.649902,4326.850098,4430.350098,4370.85791,671775,17784.349609,37752.050781
2022-04-11,4430.0,4450.0,4373.450195,4380.5,4321.677246,215559,17674.949219,37613.800781
2022-04-12,4376.0,4408.100098,4328.649902,4372.350098,4313.63623,371014,17530.300781,37747.398438
2022-04-13,4351.0,4362.350098,4290.600098,4299.200195,4241.469238,369436,17475.650391,37463.398438
2022-04-18,4275.0,4318.450195,4230.700195,4284.950195,4227.410156,339676,17173.650391,36729.0
2022-04-19,4310.0,4316.100098,4190.0,4209.700195,4153.17041,310144,16958.650391,36341.601563
2022-04-20,4217.0,4340.0,4213.049805,4293.399902,4235.746582,450415,17136.550781,36314.898438
2022-04-21,4319.0,4351.549805,4310.0,4320.299805,4262.285156,394436,17392.599609,36816.101563
2022-04-22,4296.950195,4299.0,4167.0,4192.75,4136.448242,390743,17171.949219,36044.75
2022-04-25,4150.0,4179.700195,4061.0,4115.450195,4060.186523,341136,16953.949219,36082.351563
2022-04-26,4175.0,4185.25,4131.049805,4154.549805,4098.760742,158445,17200.800781,36404.800781
2022-04-27,4154.549805,4163.700195,4072.550049,4077.050049,4022.301758,198700,17038.400391,36028.851563
2022-04-28,4100.0,4151.649902,4081.600098,4122.149902,4066.796143,300961,17245.050781,36422.199219
2022-04-29,4160.0,4266.0,4115.100098,4131.950195,4076.464844,523035,17102.550781,36088.148438
2022-05-02,4122.149902,4145.25,4070.0,4123.899902,4068.522705,185060,17069.099609,36163.75
2022-05-04,4124.0,4135.399902,3967.0,3992.350098,3938.739502,342495,16677.599609,35264.550781
2022-05-05,4050.0,4074.899902,3951.0,3963.800049,3910.572754,252931,16682.650391,35232.851563
2022-05-06,3929.800049,3948.850098,3880.0,3930.649902,3877.867676,239479,16411.25,34591.199219
2022-05-09,3929.0,3935.949951,3870.649902,3905.800049,3853.351563,177355,16301.849609,34275.398438
2022-05-10,3900.0,3934.0,3890.0,3914.0,3861.441406,202828,16240.049805,34482.648438
2022-05-11,3895.5,3942.949951,3851.0,3884.050049,3831.893555,271256,16167.099609,34693.148438
2022-05-12,3861.5,3896.199951,3789.850098,3880.0,3827.897949,293629,15808.0,33532.148438
2022-05-13,3899.399902,3979.0,3890.5,3924.300049,3871.603271,218401,15782.150391,33121.351563
2022-05-16,3923.0,3955.0,3861.050049,3888.399902,3836.185059,217915,15842.299805,33597.601563
2022-05-17,3934.899902,3944.850098,3871.0,3904.0,3851.575684,255464,16259.299805,34301.898438
2022-05-18,3914.0,3984.949951,3882.0,3905.800049,3853.351563,500158,16240.299805,34163.699219
2022-05-19,3886.0,4014.75,3829.050049,3929.449951,3876.683838,1825811,15809.400391,33315.648438
2022-05-20,3975.0,4299.100098,3975.0,4249.100098,4192.041992,2480315,16266.150391,34276.398438
2022-05-23,4249.100098,4327.0,4236.200195,4274.950195,4217.544922,607072,16214.700195,34247.601563
2022-05-24,4273.899902,4375.0,4256.450195,4347.100098,4288.725586,1010896,16125.150391,34290.148438
2022-05-25,4391.100098,4398.0,4296.299805,4307.450195,4249.60791,500040,16025.799805,34339.5
2022-05-26,4316.0,4349.0,4289.649902,4304.149902,4246.352051,429072,16170.150391,35094.898438
2022-05-27,4320.0,4409.0,4268.950195,4390.5,4331.54248,434291,16352.450195,35613.300781
2022-05-30,4404.0,4426.75,4351.100098,4370.299805,4311.61377,464803,16661.400391,35826.949219
2022-05-31,4355.0,4399.0,4330.600098,4369.649902,4310.972656,476015,16584.550781,35487.398438
2022-06-01,4350.0,4361.649902,4301.100098,4319.0,4261.002441,354506,16522.75,35620.800781
2022-06-02,4303.100098,4360.0,4290.0,4333.149902,4274.962402,327935,16628.0,35613.648438
2022-06-03,4359.700195,4391.649902,4314.799805,4340.0,4281.721191,284773,16584.300781,35275.050781
2022-06-06,4332.0,4353.649902,4271.0,4305.75,4247.930664,113211,16569.550781,35310.199219
2022-06-07,4260.0,4275.0,4103.700195,4143.950195,4088.303711,721003,16416.349609,34996.0
2022-06-08,4174.0,4212.299805,4113.0,4199.149902,4142.761719,452982,16356.25,34946.148438
2022-06-09,4170.100098,4335.0,4170.100098,4322.899902,4264.850098,740586,16478.099609,35085.449219
2022-06-10,4322.899902,4364.0,4281.799805,4351.549805,4293.115723,421496,16201.799805,34483.800781
