Date,Open,High,Low,Close,Adj Close,Volume,Close_NIFTY,Close_NIFTYBANK
2022-03-07,3300.0,3300.550049,3138.550049,3153.449951,3052.157715,711477,15863.150391,32871.25
2022-03-08,3115.0,3180.0,3050.0,3113.75,3013.73291,541966,16013.450195,33158.101563
2022-03-09,3144.0,3170.0,3093.699951,3123.850098,3023.508789,483468,16345.349609,33815.449219
2022-03-10,3225.0,3248.0,3144.800049,3222.949951,3119.425293,490457,16594.900391,34475.601563
2022-03-11,3250.0,3256.600098,3192.800049,3199.899902,3097.115723,362091,16630.449219,34546.25
2022-03-14,3199.899902,3215.0,3145.100098,3185.850098,3083.517334,335292,16871.300781,35312.148438
2022-03-15,3186.0,3249.0,3181.649902,3222.850098,3119.328613,258636,16663.0,35022.648438
2022-03-16,3244.0,3318.350098,3232.25,3313.649902,3207.21167,239522,16975.349609,35748.25
2022-03-17,3322.0,3362.0,3300.550049,3355.949951,3248.15332,436218,17287.050781,36428.550781
2022-03-21,3350.0,3350.0,3230.0,3237.550049,3133.556396,354460,17117.599609,36018.5
2022-03-22,3230.0,3250.0,3132.25,3158.399902,3056.94873,583821,17315.5,36348.550781
2022-03-23,3167.399902,3173.850098,3092.0,3102.25,3002.602295,1044283,17245.650391,36147.351563
2022-03-24,3087.0,3130.0,3080.550049,3103.850098,3004.151123,459226,17222.75,35527.101563
2022-03-25,3110.0,3122.75,3074.100098,3094.5,2995.101318,339040,17153.0,35410.101563
2022-03-28,3094.5,3118.949951,3060.050049,3094.800049,2995.391602,310240,17222.0,35710.5
2022-03-29,3112.0,3134.0,3090.199951,3103.800049,3004.102539,359318,17325.300781,35847.398438
2022-03-30,3123.649902,3160.0,3114.649902,3148.399902,3047.27002,450273,17498.25,36334.300781
2022-03-31,3149.300049,3218.5,3147.300049,3206.399902,3103.406738,413897,17464.75,36373.601563
2022-04-01,3210.0,3237.899902,3191.649902,3230.649902,3126.87793,260712,17670.449219,37148.5
2022-04-04,3230.0,3276.399902,3215.0,3270.0,3164.964111,275388,18053.400391,38635.199219
2022-04-05,3280.0,3314.949951,3271.899902,3303.399902,3197.291016,236853,17957.400391,38067.898438
2022-04-06,3282.0,3295.0,3254.649902,3282.5,3177.0625,245111,17807.650391,37632.800781
2022-04-07,3275.0,3322.0,3265.649902,3294.100098,3188.290039,302703,17639.550781,37557.351563
2022-04-08,3287.0,3354.300049,3287.0,3347.899902,3240.361816,168952,17784.349609,37752.050781
2022-04-11,3347.899902,3370.0,3297.050049,3350.649902,3243.023438,186130,17674.949219,37613.800781
2022-04-12,3340.0,3364.899902,3302.300049,3344.100098,3236.684082,238043,17530.300781,37747.398438
2022-04-13,3340.0,3388.0,3340.0,3349.649902,3242.05542,205852,17475.650391,37463.398438
2022-04-18,3345.0,3367.899902,3306.050049,3343.899902,3236.490234,197878,17173.650391,36729.0
2022-04-19,3343.899902,3388.0,3245.300049,3267.899902,3162.931396,296680,16958.650391,36341.601563
2022-04-20,3266.0,3335.0,3242.0,3304.199951,3198.06543,235572,17136.550781,36314.898438
2022-04-21,3297.0,3369.949951,3274.399902,3359.899902,3251.976074,152205,17392.599609,36816.101563
2022-04-22,3341.300049,3377.5,3325.0,3364.100098,3256.041748,148494,17171.949219,36044.75
2022-04-25,3280.0,3347.050049,3132.050049,3295.899902,3190.031982,630312,16953.949219,36082.351563
2022-04-26,3308.300049,3402.0,3301.300049,3372.699951,3264.36499,398545,17200.800781,36404.800781
2022-04-27,3350.0,3384.699951,3312.149902,3338.25,3231.021729,248769,17038.400391,36028.851563
2022-04-28,3270.0,3391.550049,3263.100098,3357.899902,3250.040527,322548,17245.050781,36422.199219
2022-04-29,3360.100098,3370.899902,3266.5,3279.25,3173.916992,259398,17102.550781,36088.148438
2022-05-02,3242.0,3284.899902,3203.0,3271.300049,3166.222412,215783,17069.099609,36163.75
2022-05-04,3340.0,3596.0,3328.149902,3385.449951,3276.705566,2871830,16677.599609,35264.550781
2022-05-05,3410.0,3423.550049,3260.0,3277.0,3171.739258,623098,16682.650391,35232.851563
2022-05-06,3245.0,3323.850098,3187.100098,3307.800049,3201.550049,560373,16411.25,34591.199219
2022-05-09,3282.5,3338.300049,3225.0,3252.050049,3147.59082,403409,16301.849609,34275.398438
2022-05-10,3261.0,3320.600098,3235.0,3246.550049,3142.267334,285192,16240.049805,34482.648438
2022-05-11,3240.0,3283.800049,3195.0,3259.850098,3155.140137,269579,16167.099609,34693.148438
2022-05-12,3225.5,3239.949951,3156.899902,3216.850098,3113.52124,310942,15808.0,33532.148438
2022-05-13,3225.0,3321.0,3225.0,3278.5,3173.191162,326757,15782.150391,33121.351563
2022-05-16,3337.0,3337.949951,3253.399902,3284.899902,3179.385254,270772,15842.299805,33597.601563
2022-05-17,3289.0,3382.899902,3285.449951,3368.850098,3260.638916,277190,16259.299805,34301.898438
2022-05-18,3350.0,3432.649902,3350.0,3394.350098,3285.320068,435712,16240.299805,34163.699219
2022-05-19,3365.0,3388.600098,3308.050049,3332.050049,3225.020996,394058,15809.400391,33315.648438
2022-05-20,3360.0,3463.800049,3352.0,3450.25,3339.424072,525530,16266.150391,34276.398438
2022-05-23,3451.25,3538.0,3451.25,3487.050049,3375.041992,524978,16214.700195,34247.601563
2022-05-24,3515.0,3518.0,3440.0,3470.449951,3358.975342,230532,16125.150391,34290.148438
2022-05-25,3491.699951,3525.0,3472.149902,3516.5,3403.546143,286553,16025.799805,34339.5
2022-05-26,3550.0,3577.850098,3513.5,3560.949951,3446.568359,545260,16170.150391,35094.898438
2022-05-27,3583.0,3583.350098,3510.25,3557.600098,3443.325928,165721,16352.450195,35613.300781
2022-05-30,3561.399902,3617.649902,3541.600098,3576.25,3461.376953,213495,16661.400391,35826.949219
2022-05-31,3576.600098,3700.0,3555.25,3647.800049,3530.628662,562987,16584.550781,35487.398438
2022-06-01,3649.100098,3669.75,3533.0,3551.300049,3437.228516,241386,16522.75,35620.800781
2022-06-02,3570.0,3583.800049,3505.75,3577.050049,3462.151367,213099,16628.0,35613.648438
2022-06-03,3575.0,3597.100098,3493.0,3530.0,3416.612549,271462,16584.300781,35275.050781
2022-06-06,3530.0,3535.0,3450.050049,3491.949951,3379.784668,153889,16569.550781,35310.199219
2022-06-07,3465.0,3478.899902,3354.0,3383.449951,3274.77002,338018,16416.349609,34996.0
2022-06-08,3385.0,3402.600098,3310.0,3361.5,3253.524902,320103,16356.25,34946.148438
2022-06-09,3361.149902,3382.050049,3306.0,3347.25,3239.732666,347351,16478.099609,35085.449219
2022-06-10,3316.0,3372.25,3301.100098,3360.850098,3252.895752,503822,16201.799805,34483.800781
2022-06-13,3339.0,3375.0,3310.949951,3359.0,3251.105225,463899,15774.400391,33405.851563
2022-06-14,3359.550049,3393.0,3330.050049,3382.850098,3274.189209,224645,15732.099609,33311.351563
2022-06-15,3388.0,3402.899902,3352.050049,3385.399902,3276.656982,245702,15692.150391,33339.0
2022-06-16,3400.100098,3431.899902,3372.050049,3390.399902,3281.496582,481507,15360.599609,32617.099609
2022-06-17,3390.399902,3390.399902,3300.300049,3332.100098,3225.069336,527370,15293.5,32743.050781
2022-06-20,3300.0,3399.899902,3270.949951,3378.600098,3326.480469,364703,15350.150391,32684.800781
2022-06-21,3378.600098,3472.850098,3375.050049,3429.300049,3376.398193,223641,15638.799805,33191.75
2022-06-22,3412.0,3454.899902,3386.199951,3403.649902,3351.143799,170854,15413.299805,32845.300781
2022-06-23,3414.949951,3447.850098,3390.5,3411.449951,3358.823486,351311,15556.650391,33135.0
2022-06-24,3429.0,3504.949951,3429.0,3469.350098,3415.830566,301133,15699.25,33627.449219
