Date,Open,High,Low,Close,Adj Close,Volume,Close_NIFTY,Close_NIFTYBANK
2022-03-07,1979.5,1980.150024,1927.0,1943.949951,1897.151855,2976453,15863.150391,32871.25
2022-03-08,1924.550049,1958.0,1901.550049,1949.0,1902.080322,3211938,16013.450195,33158.101563
2022-03-09,1964.0,2007.050049,1951.0,1997.900024,1949.803223,2879079,16345.349609,33815.449219
2022-03-10,2051.899902,2114.0,2049.0,2101.949951,2051.348145,4879791,16594.900391,34475.601563
2022-03-11,2100.0,2110.199951,2070.0,2094.399902,2043.97998,2481643,16630.449219,34546.25
2022-03-14,2095.0,2095.0,2046.099976,2059.300049,2009.725098,1730325,16871.300781,35312.148438
2022-03-15,2045.0,2080.800049,2025.0,2038.199951,1989.132935,2391023,16663.0,35022.648438
2022-03-16,2060.0,2080.0,2032.050049,2072.149902,2022.265503,2808685,16975.349609,35748.25
2022-03-17,2098.100098,2116.699951,2082.350098,2102.050049,2051.445801,2995889,17287.050781,36428.550781
2022-03-21,2106.5,2110.899902,2046.0,2051.199951,2001.820068,1674982,17117.599609,36018.5
2022-03-22,2053.75,2053.75,1969.0,1993.5,1945.509033,5356303,17315.5,36348.550781
2022-03-23,2012.0,2016.550049,1975.25,1978.550049,1930.918945,3212162,17245.650391,36147.351563
2022-03-24,1970.0,1991.349976,1951.349976,1965.900024,1918.573608,3054664,17222.75,35527.101563
2022-03-25,1974.900024,1977.0,1945.0,1953.0,1905.984131,2233647,17153.0,35410.101563
2022-03-28,1959.949951,1980.800049,1931.300049,1975.099976,1927.552002,1794533,17222.0,35710.5
2022-03-29,1980.0,1994.849976,1974.050049,1987.050049,1939.214355,1249125,17325.300781,35847.398438
2022-03-30,2000.0,2019.0,1995.050049,2015.900024,1967.369873,1476829,17498.25,36334.300781
2022-03-31,2019.400024,2054.0,2018.0,2048.649902,1999.331299,2540524,17464.75,36373.601563
2022-04-01,2054.899902,2085.850098,2038.400024,2078.149902,2028.121094,1714996,17670.449219,37148.5
2022-04-04,2078.0,2132.449951,2070.199951,2128.449951,2077.210449,1693019,18053.400391,38635.199219
2022-04-05,2144.5,2158.0,2127.0,2139.800049,2088.287109,1277652,17957.400391,38067.898438
2022-04-06,2135.0,2164.399902,2121.300049,2142.050049,2090.483154,1736115,17807.650391,37632.800781
2022-04-07,2139.949951,2175.0,2135.100098,2164.800049,2112.685303,1824732,17639.550781,37557.351563
2022-04-08,2177.699951,2193.5,2163.5,2183.050049,2130.49585,1693462,17784.349609,37752.050781
2022-04-11,2188.0,2194.100098,2138.899902,2163.050049,2110.977539,1380107,17674.949219,37613.800781
2022-04-12,2140.899902,2165.0,2125.0,2132.25,2080.918945,1370233,17530.300781,37747.398438
2022-04-13,2137.699951,2165.0,2130.699951,2152.149902,2100.339844,1071601,17475.650391,37463.398438
2022-04-18,2148.0,2182.899902,2135.050049,2177.649902,2125.225586,1828131,17173.650391,36729.0
2022-04-19,2185.699951,2206.850098,2101.050049,2113.050049,2062.181152,1775996,16958.650391,36341.601563
