Date,Open,High,Low,Close,Adj Close,Volume
2022-03-07,3749.000000,3791.949951,3668.000000,3769.399902,3718.782959,603086
2022-03-08,3750.000000,3886.949951,3737.850098,3868.550049,3816.601807,784169
2022-03-09,3901.500000,3981.300049,3882.199951,3930.449951,3877.670410,809369
2022-03-10,3975.000000,3986.500000,3875.550049,3892.500000,3840.230225,712099
2022-03-11,3893.000000,3996.000000,3873.000000,3975.600098,3922.214355,1113263
2022-03-14,3961.000000,3994.649902,3925.000000,3957.300049,3904.160156,570058
2022-03-15,3958.000000,3999.000000,3880.000000,3899.850098,3847.481445,471294
2022-03-16,3974.000000,3974.000000,3890.000000,3943.800049,3890.841309,358776
2022-03-17,3965.100098,4050.000000,3946.199951,4042.149902,3987.870361,772587
2022-03-21,4074.000000,4082.949951,3996.750000,4004.949951,3951.170166,401639
2022-03-22,4021.000000,4056.949951,3970.000000,4030.350098,3976.229004,1290222
2022-03-23,4040.000000,4188.950195,4040.000000,4127.299805,4071.876709,1044114
2022-03-24,4113.000000,4348.549805,4101.450195,4328.500000,4270.375488,1738147
2022-03-25,4327.000000,4375.000000,4290.000000,4361.450195,4302.882813,864397
2022-03-28,4359.799805,4362.950195,4239.149902,4285.450195,4227.903320,496907
2022-03-29,4294.000000,4355.549805,4247.049805,4323.549805,4265.491211,421084
2022-03-30,4352.799805,4366.500000,4284.100098,4354.399902,4295.927246,616826
2022-03-31,4353.000000,4387.500000,4280.100098,4295.450195,4237.769531,611719
2022-04-01,4295.000000,4334.649902,4263.000000,4279.450195,4221.983887,313871
2022-04-04,4340.000000,4340.000000,4270.000000,4317.149902,4259.177734,259774
2022-04-05,4338.899902,4408.000000,4302.750000,4329.899902,4271.756348,479865
2022-04-06,4330.000000,4355.000000,4266.299805,4276.750000,4219.320313,411951
2022-04-07,4295.000000,4357.049805,4276.750000,4317.399902,4259.424316,279402
2022-04-08,4347.000000,4477.649902,4326.850098,4430.350098,4370.857910,671775
2022-04-11,4430.000000,4450.000000,4373.450195,4380.500000,4321.677246,215559
2022-04-12,4376.000000,4408.100098,4328.649902,4372.350098,4313.636230,371014
2022-04-13,4351.000000,4362.350098,4290.600098,4299.200195,4241.469238,369436
2022-04-18,4275.000000,4318.450195,4230.700195,4284.950195,4227.410156,339676
2022-04-19,4310.000000,4316.100098,4190.000000,4209.700195,4153.170410,310144
2022-04-20,4217.000000,4340.000000,4213.049805,4293.399902,4235.746582,450415
2022-04-21,4319.000000,4351.549805,4310.000000,4320.299805,4262.285156,394436
2022-04-22,4296.950195,4299.000000,4167.000000,4192.750000,4136.448242,390743
2022-04-25,4150.000000,4179.700195,4061.000000,4115.450195,4060.186523,341136
2022-04-26,4175.000000,4185.250000,4131.049805,4154.549805,4098.760742,158445
2022-04-27,4154.549805,4163.700195,4072.550049,4077.050049,4022.301758,198700
2022-04-28,4100.000000,4151.649902,4081.600098,4122.149902,4066.796143,300961
2022-04-29,4160.000000,4266.000000,4115.100098,4131.950195,4076.464844,523035
2022-05-02,4122.149902,4145.250000,4070.000000,4123.899902,4068.522705,185060
2022-05-04,4124.000000,4135.399902,3967.000000,3992.350098,3938.739502,342495
2022-05-05,4050.000000,4074.899902,3951.000000,3963.800049,3910.572754,252931
2022-05-06,3929.800049,3948.850098,3880.000000,3930.649902,3877.867676,239479
2022-05-09,3929.000000,3935.949951,3870.649902,3905.800049,3853.351563,177355
2022-05-10,3900.000000,3934.000000,3890.000000,3914.000000,3861.441406,202828
2022-05-11,3895.500000,3942.949951,3851.000000,3884.050049,3831.893555,271256
2022-05-12,3861.500000,3896.199951,3789.850098,3880.000000,3827.897949,293629
2022-05-13,3899.399902,3979.000000,3890.500000,3924.300049,3871.603271,218401
2022-05-16,3923.000000,3955.000000,3861.050049,3888.399902,3836.185059,217915
2022-05-17,3934.899902,3944.850098,3871.000000,3904.000000,3851.575684,255464
2022-05-18,3914.000000,3984.949951,3882.000000,3905.800049,3853.351563,500158
2022-05-19,3886.000000,4014.750000,3829.050049,3929.449951,3876.683838,1825811
2022-05-20,3975.000000,4299.100098,3975.000000,4249.100098,4192.041992,2480315
2022-05-23,4249.100098,4327.000000,4236.200195,4274.950195,4217.544922,607072
2022-05-24,4273.899902,4375.000000,4256.450195,4347.100098,4288.725586,1010896
2022-05-25,4391.100098,4398.000000,4296.299805,4307.450195,4249.607910,500040
2022-05-26,4316.000000,4349.000000,4289.649902,4304.149902,4246.352051,429072
2022-05-27,4320.000000,4409.000000,4268.950195,4390.500000,4331.542480,434291
2022-05-30,4404.000000,4426.750000,4351.100098,4370.299805,4311.613770,464803
2022-05-31,4355.000000,4399.000000,4330.600098,4369.649902,4310.972656,476015
2022-06-01,4350.000000,4361.649902,4301.100098,4319.000000,4261.002441,354506
2022-06-02,4303.100098,4360.000000,4290.000000,4333.149902,4274.962402,327935
2022-06-03,4359.700195,4391.649902,4314.799805,4340.000000,4281.721191,284773
2022-06-06,4332.000000,4353.649902,4271.000000,4305.750000,4247.930664,113211
2022-06-07,4260.000000,4275.000000,4103.700195,4143.950195,4088.303711,721003
