Date,Open,High,Low,Close,Adj Close,Volume
2021-03-08,76.349998,78.050003,76.000000,78.050003,78.050003,8994128
2021-03-09,81.800003,81.949997,76.099998,81.849998,81.849998,55769672
2021-03-10,83.000000,84.349998,77.800003,77.800003,77.800003,32046833
2021-03-12,75.500000,79.300003,73.949997,75.550003,75.550003,38391001
2021-03-15,77.000000,79.300003,74.099998,79.300003,79.300003,24477484
2021-03-16,81.500000,83.250000,80.000000,83.099998,83.099998,33636791
2021-03-17,84.400002,87.250000,84.050003,87.199997,87.199997,39254374
2021-03-18,90.349998,91.400002,85.500000,89.250000,89.250000,49924318
2021-03-19,88.000000,93.000000,84.800003,92.199997,92.199997,40856831
2021-03-22,93.500000,96.800003,93.500000,96.800003,96.800003,26846097
2021-03-23,101.599998,101.599998,100.000000,101.599998,101.599998,10903571
2021-03-24,105.900002,106.650002,99.550003,104.349998,104.349998,23899912
2021-03-25,105.400002,108.699997,99.150002,99.150002,99.150002,48575495
2021-03-26,99.199997,103.000000,94.199997,94.199997,94.199997,28056328
2021-03-30,95.000000,95.550003,89.500000,89.500000,89.500000,22499341
2021-03-31,86.150002,87.699997,85.050003,85.050003,85.050003,15893871
2021-04-01,83.199997,89.300003,81.349998,89.300003,89.300003,43478357
2021-04-05,92.400002,93.750000,89.199997,93.750000,93.750000,26119543
2021-04-06,97.900002,98.400002,97.500000,98.400002,98.400002,3367192
2021-04-07,103.300003,103.300003,95.500000,99.949997,99.949997,60992792
2021-04-08,100.599998,102.000000,96.800003,97.400002,97.400002,19905893
2021-04-09,97.400002,99.800003,94.599998,97.650002,97.650002,18604791
2021-04-12,94.400002,94.400002,92.800003,92.800003,92.800003,15853703
2021-04-13,89.550003,95.000000,88.300003,90.599998,90.599998,28128438
2021-04-15,88.550003,92.400002,88.500000,90.750000,90.750000,21099016
2021-04-16,91.699997,94.599998,90.800003,91.750000,91.750000,16439433
2021-04-19,88.000000,89.949997,87.199997,87.449997,87.449997,15381214
2021-04-20,89.949997,90.650002,85.000000,87.150002,87.150002,11873826
2021-04-22,86.099998,88.300003,85.199997,87.199997,87.199997,12818441
2021-04-23,86.800003,90.750000,86.449997,87.800003,87.800003,11125028
2021-04-26,88.599998,89.699997,87.000000,87.750000,87.750000,7052722
2021-04-27,88.300003,90.750000,87.750000,90.000000,90.000000,8916372
2021-04-28,91.199997,94.500000,90.300003,94.500000,94.500000,11998231
2021-04-29,96.900002,99.199997,95.699997,97.000000,97.000000,41341948
2021-04-30,95.099998,98.300003,94.449997,94.750000,94.750000,17345279
2021-05-03,94.000000,97.650002,92.050003,95.550003,95.550003,13412752
2021-05-04,96.699997,99.000000,94.349998,95.699997,95.699997,21392613
2021-05-05,96.750000,98.800003,96.099998,97.050003,97.050003,19274515
2021-05-06,98.000000,98.900002,96.000000,96.849998,96.849998,8217422
2021-05-07,99.000000,100.000000,96.699997,97.050003,97.050003,12929540
2021-05-10,98.000000,99.800003,97.050003,98.500000,98.500000,13916610
2021-05-11,97.949997,101.000000,97.349998,99.000000,99.000000,13877015
2021-05-12,99.949997,100.800003,97.000000,97.449997,97.449997,9154563
2021-05-14,98.400002,98.400002,94.000000,95.800003,95.800003,11732901
2021-05-17,96.300003,98.400002,96.250000,97.050003,97.050003,7355491
2021-05-18,97.900002,101.900002,97.099998,101.900002,101.900002,24442247
2021-05-19,103.699997,106.949997,101.300003,102.400002,102.400002,39269687
2021-05-20,103.000000,103.949997,98.949997,100.099998,100.099998,19130202
2021-05-21,101.000000,102.750000,100.500000,101.099998,101.099998,12929388
2021-05-24,101.699997,103.000000,101.000000,101.050003,101.050003,9135891
2021-05-25,102.000000,102.500000,100.000000,100.400002,100.400002,8580609
2021-05-26,101.250000,101.349998,99.050003,99.250000,99.250000,6353977
2021-05-27,100.000000,100.000000,94.300003,95.150002,95.150002,34549950
2021-05-28,95.900002,97.000000,90.750000,91.949997,91.949997,26184911
2021-05-31,92.650002,94.250000,92.250000,92.500000,92.500000,9824879
2021-06-01,94.000000,97.099998,91.800003,95.349998,95.349998,31744300
2021-06-02,95.949997,99.400002,95.500000,96.400002,96.400002,30757739
2021-06-03,97.500000,101.199997,97.000000,100.750000,100.750000,50469406
2021-06-04,101.400002,105.750000,99.349998,105.750000,105.750000,56499148
2021-06-07,112.550003,126.900002,111.250000,126.900002,126.900002,115150200
2021-06-08,134.000000,152.250000,131.600006,151.750000,151.750000,221394940
2021-06-09,156.000000,166.899994,138.500000,152.350006,152.350006,192437396
2021-06-10,157.350006,164.000000,153.000000,154.100006,154.100006,57693663
2021-06-11,159.000000,159.500000,147.000000,148.300003,148.300003,34259683
2021-06-14,140.899994,140.899994,140.899994,140.899994,140.899994,2129919
2021-06-15,133.899994,138.000000,133.899994,133.899994,133.899994,5925109
2021-06-16,127.250000,127.250000,127.250000,127.250000,127.250000,803896
2021-06-17,120.900002,120.900002,120.900002,120.900002,120.900002,619476
2021-06-18,114.900002,114.900002,114.900002,114.900002,114.900002,1711957
2021-06-21,109.199997,120.599998,109.199997,120.599998,120.599998,12143239
2021-06-22,125.750000,126.599998,124.000000,126.599998,126.599998,4083674
2021-06-23,132.899994,132.899994,120.300003,125.949997,125.949997,15105797
2021-06-24,125.949997,126.000000,119.699997,119.699997,119.699997,6320082
2021-06-25,115.050003,121.400002,114.000000,116.750000,116.750000,4588667
2021-06-28,113.500000,121.000000,111.199997,118.199997,118.199997,5385825
2021-06-29,119.400002,119.800003,116.000000,116.300003,116.300003,2687722
2021-06-30,116.500000,117.900002,112.500000,113.449997,113.449997,3724046
2021-07-01,113.449997,115.000000,107.800003,107.800003,107.800003,6780446
2021-07-02,102.449997,111.949997,102.449997,109.400002,109.400002,6817595
2021-07-05,110.000000,111.400002,105.000000,106.800003,106.800003,4543973
2021-07-06,105.500000,112.099998,103.199997,111.900002,111.900002,6847388
2021-07-07,110.650002,110.900002,107.000000,109.800003,109.800003,3037009
2021-07-08,109.800003,110.599998,107.099998,108.750000,108.750000,2375171
2021-07-09,108.849998,110.949997,107.000000,109.550003,109.550003,2249268
2021-07-12,110.650002,110.949997,108.000000,108.199997,108.199997,1987553
2021-07-13,109.000000,109.800003,106.050003,106.750000,106.750000,2049450
2021-07-14,107.800003,108.500000,104.800003,105.050003,105.050003,2239191
2021-07-15,105.050003,106.000000,103.250000,104.099998,104.099998,2351596
2021-07-16,104.099998,107.900002,102.000000,105.650002,105.650002,3420046
2021-07-19,105.650002,107.750000,100.449997,102.150002,102.150002,5073034
2021-07-20,97.050003,98.800003,97.050003,97.050003,97.050003,4880468
2021-07-22,92.199997,101.900002,92.199997,101.800003,101.800003,6077944
