Date,Open,High,Low,Close,Adj Close,Volume
2021-03-08,110.650002,113.300003,109.500000,110.550003,97.375534,28163362
2021-03-09,111.400002,111.849998,107.449997,109.500000,96.450653,20611697
2021-03-10,110.349998,110.599998,108.949997,109.650002,96.582779,13207045
2021-03-12,111.000000,112.099998,108.599998,109.099998,96.098335,21763020
2021-03-15,109.949997,111.000000,107.699997,110.500000,97.331490,20350674
2021-03-16,110.550003,111.449997,109.300003,109.550003,96.494705,15360040
2021-03-17,109.699997,109.900002,106.150002,106.550003,93.852211,18850429
2021-03-18,107.400002,108.250000,103.199997,103.800003,91.429939,20023557
2021-03-19,102.349998,109.550003,102.000000,108.500000,95.569817,72249183
2021-03-22,108.800003,110.550003,106.849998,109.849998,96.758957,31980425
2021-03-23,110.000000,110.199997,108.099998,108.650002,95.701950,14060206
2021-03-24,108.000000,109.400002,105.599998,106.000000,93.367760,15196366
2021-03-25,106.000000,106.500000,102.650002,103.000000,90.725273,22543755
2021-03-26,105.750000,105.750000,103.699997,104.199997,91.782265,17402475
2021-03-30,105.849998,108.699997,104.599998,107.699997,94.865166,36129962
2021-03-31,107.699997,109.000000,106.099998,106.550003,93.852211,23063667
2021-04-01,107.500000,108.750000,106.949997,107.900002,95.041328,13753303
2021-04-05,107.400002,107.800003,103.750000,106.300003,93.632004,15666099
2021-04-06,107.750000,108.099998,105.800003,106.050003,93.411812,17393454
2021-04-07,106.900002,107.349998,105.250000,105.449997,92.883301,15692013
2021-04-08,106.000000,106.449997,104.699997,105.000000,92.486923,11394998
2021-04-09,105.949997,105.949997,102.400002,102.800003,90.549103,19751417
2021-04-12,101.500000,101.500000,98.050003,99.050003,87.246010,20221362
2021-04-13,99.599998,101.150002,99.250000,100.599998,88.611282,19192856
2021-04-15,101.199997,103.000000,99.300003,101.349998,89.271904,13865351
2021-04-16,101.900002,102.900002,100.500000,102.449997,90.240814,14654851
2021-04-19,100.000000,100.400002,98.650002,99.050003,87.246010,11652043
2021-04-20,99.199997,100.900002,98.150002,99.050003,87.246010,16528675
2021-04-22,98.050003,99.750000,97.050003,98.949997,87.157921,18614270
2021-04-23,98.000000,103.000000,98.000000,102.550003,90.328911,29484794
2021-04-26,103.949997,103.949997,100.849998,102.400002,90.196785,24369413
2021-04-27,102.050003,103.550003,101.699997,102.050003,89.888481,17763436
2021-04-28,102.849998,103.949997,102.150002,103.599998,91.253769,15160578
2021-04-29,104.599998,105.000000,102.650002,103.050003,90.769318,11588556
2021-04-30,102.250000,105.650002,102.050003,102.449997,90.240814,15321193
2021-05-03,101.400002,104.599998,101.050003,104.250000,91.826309,12186212
2021-05-04,104.300003,106.050003,103.500000,103.750000,91.385895,12992684
2021-05-05,104.750000,105.650002,102.800003,103.900002,91.518021,14956169
2021-05-06,105.000000,105.099998,102.650002,103.050003,90.769318,13547274
2021-05-07,104.000000,105.500000,103.349998,105.050003,92.530968,13229291
2021-05-10,106.000000,108.000000,105.599998,107.699997,94.865166,23980945
2021-05-11,108.000000,113.400002,106.699997,112.699997,99.269302,45613487
2021-05-12,114.199997,116.750000,111.750000,113.300003,99.797806,62158914
2021-05-14,113.949997,113.949997,110.150002,111.400002,98.124222,16227312
2021-05-17,111.199997,112.250000,109.949997,111.550003,98.256355,12832920
2021-05-18,112.599998,114.199997,111.750000,112.099998,98.740807,14892142
2021-05-19,113.150002,113.150002,110.949997,111.949997,98.608688,12610425
2021-05-20,112.000000,112.750000,110.900002,111.750000,98.432518,10303689
2021-05-21,112.300003,113.150002,111.250000,112.849998,99.401421,12171685
2021-05-24,112.349998,113.949997,112.050003,112.900002,99.445480,11341268
2021-05-25,113.900002,114.849998,113.050003,113.300003,99.797806,15289982
2021-05-26,114.000000,114.000000,110.900002,111.099998,97.859978,17466748
2021-05-27,111.599998,111.650002,109.300003,110.300003,97.155327,34169451
