Date,Open,High,Low,Close,Adj Close,Volume
2022-03-07,878.000000,896.950012,825.500000,834.400024,827.728577,6323502
2022-03-08,831.099976,847.799988,816.000000,840.700012,833.978210,6163433
2022-03-09,863.000000,880.000000,838.250000,875.349976,868.351135,6967640
2022-03-10,909.799988,928.000000,890.700012,904.299988,897.069641,6312569
2022-03-11,900.000000,915.500000,892.950012,901.750000,894.540100,3451877
2022-03-14,899.000000,914.000000,892.299988,907.599976,900.343262,3718477
2022-03-15,916.900024,922.000000,887.250000,896.650024,889.480896,4390735
2022-03-16,912.000000,936.000000,911.549988,928.650024,921.225037,5705364
2022-03-17,943.950012,949.500000,929.549988,932.450012,924.994629,4492246
2022-03-21,938.000000,938.000000,911.000000,913.400024,906.096924,2363059
2022-03-22,916.000000,932.000000,903.599976,927.700012,920.282593,2764481
2022-03-23,933.000000,944.450012,928.099976,931.349976,923.903381,2433056
2022-03-24,922.000000,937.950012,915.200012,924.799988,917.405762,2923793
2022-03-25,930.000000,933.299988,916.049988,926.250000,918.844177,1984601
2022-03-28,923.049988,942.900024,920.250000,935.150024,927.673035,2654339
2022-03-29,939.950012,944.500000,921.400024,929.150024,921.721008,3351562
2022-03-30,939.349976,945.000000,922.950012,926.299988,918.893799,4849869
2022-03-31,930.000000,938.450012,924.000000,935.400024,927.921021,2311242
2022-04-01,929.450012,970.950012,929.150024,968.599976,960.855530,5222165
2022-04-04,975.000000,994.799988,958.049988,987.200012,979.306885,5033678
2022-04-05,994.000000,994.000000,968.000000,973.250000,965.468384,3827808
2022-04-06,967.000000,978.750000,961.000000,968.299988,960.557983,2406015
2022-04-07,960.500000,986.900024,960.000000,972.599976,964.823547,3182285
2022-04-08,971.000000,990.000000,968.250000,985.599976,977.719604,2659878
2022-04-11,983.599976,998.900024,976.799988,980.450012,972.610840,2413145
2022-04-12,977.000000,987.650024,966.000000,985.099976,977.223633,1963842
2022-04-13,992.000000,996.250000,982.000000,983.400024,975.537292,2060127
2022-04-18,972.000000,983.000000,966.099976,977.450012,969.634827,1575552
2022-04-19,979.900024,988.950012,951.000000,963.799988,956.093933,1747142
