Date,Close_ADANIENT.BO,Close_ADANIPOWER.NS,Close_ASIANPAINT.BO,Close_BAJAJFINSV.BO,Close_BAJFINANCE.NS,Close_BRITANNIA.NS,Close_CIPLA.NS,Close_DRREDDY.NS,Close_EICHERMOT.BO,Close_HDFCBANK.BO,Close_HDFCLIFE.BO,Close_HINDUNILVR.NS,Close_INDUSINDBK.NS,Close_IOC.BO,Close_KOTAKBANK.NS,Close_NESTLEIND.BO,Close_NTPC.NS,Close_RELIANCE.NS,Close_^NSEBANK,Close_^NSEI
2021-03-08,0.0,78.050003,0.0,9832.5,5320.649902,0.0,0.0,0.0,2585.050049,1519.400024,724.0,2174.550049,0.0,103.550003,0.0,16851.349609,110.550003,0.0,0.0,14956.200195
2021-03-09,0.0,81.849998,0.0,9969.299805,5415.049805,0.0,0.0,0.0,2591.949951,1562.650024,739.799988,2198.5,0.0,100.5,0.0,16899.349609,109.5,0.0,0.0,15098.400391
2021-03-10,0.0,77.800003,0.0,9992.75,5545.049805,0.0,0.0,0.0,2671.699951,1555.800049,731.299988,2227.850098,0.0,98.900002,0.0,16936.699219,109.650002,0.0,0.0,15174.799805
2021-03-12,0.0,75.550003,0.0,9949.349609,5557.850098,0.0,0.0,0.0,2638.949951,1551.650024,710.799988,2204.75,0.0,101.25,0.0,16766.199219,109.099998,0.0,0.0,15030.950195
2021-03-15,0.0,79.300003,0.0,9683.150391,5439.049805,0.0,0.0,0.0,2670.649902,1529.150024,704.049988,2210.850098,0.0,101.050003,0.0,16831.25,110.5,0.0,0.0,14929.5
2021-03-16,0.0,83.099998,0.0,9608.950195,5455.950195,0.0,0.0,0.0,2660.899902,1512.800049,703.150024,2244.050049,0.0,100.5,0.0,16749.25,109.550003,0.0,0.0,14910.450195
2021-03-17,0.0,87.199997,0.0,9544.849609,5359.799805,0.0,0.0,0.0,2646.649902,1495.650024,689.200012,2226.300049,0.0,98.199997,0.0,16458.099609,106.550003,0.0,0.0,14721.299805
2021-03-18,0.0,89.25,0.0,9429.549805,5371.850098,0.0,0.0,0.0,2664.350098,1490.349976,680.549988,2215.199951,0.0,97.300003,0.0,16202.700195,103.800003,0.0,0.0,14557.849609
2021-03-19,0.0,92.199997,0.0,9442.799805,5453.25,0.0,0.0,0.0,2663.25,1497.099976,688.450012,2312.050049,0.0,98.75,0.0,16444.349609,108.5,0.0,0.0,14744.0
2021-03-22,0.0,96.800003,0.0,9408.700195,5389.350098,0.0,0.0,0.0,2678.550049,1469.300049,680.400024,2353.199951,0.0,99.199997,0.0,16594.25,109.849998,0.0,0.0,14736.400391
2021-03-23,0.0,101.599998,0.0,9399.900391,5378.799805,0.0,0.0,0.0,2701.699951,1500.349976,683.700012,2337.300049,0.0,96.75,0.0,16693.599609,108.650002,0.0,0.0,14814.75
2021-03-24,0.0,104.349998,0.0,9197.700195,5270.299805,0.0,0.0,0.0,2657.699951,1479.949951,676.950012,2318.600098,0.0,94.599998,0.0,16452.599609,106.0,0.0,0.0,14549.400391
2021-03-25,0.0,99.150002,0.0,9059.950195,5122.200195,0.0,0.0,0.0,2580.600098,1464.650024,667.849976,2237.050049,0.0,90.900002,0.0,16173.849609,103.0,0.0,0.0,14324.900391
2021-03-26,0.0,94.199997,0.0,9466.650391,5183.049805,0.0,0.0,0.0,2559.850098,1492.199951,671.599976,2317.899902,0.0,90.900002,0.0,16568.300781,104.199997,0.0,0.0,14507.299805
2021-03-30,0.0,89.5,0.0,9496.950195,5193.549805,0.0,0.0,0.0,2639.100098,1553.550049,687.700012,2398.75,0.0,91.550003,0.0,17114.050781,107.699997,0.0,0.0,14845.099609
2021-03-31,0.0,85.050003,0.0,9667.799805,5149.850098,0.0,0.0,0.0,2603.75,1493.550049,695.75,2431.5,0.0,91.800003,0.0,17170.25,106.550003,0.0,0.0,14690.700195
2021-04-01,0.0,89.300003,0.0,9790.200195,5272.149902,0.0,0.0,0.0,2630.550049,1486.5,690.799988,2399.100098,0.0,93.150002,0.0,17102.150391,107.900002,0.0,0.0,14867.349609
2021-04-05,0.0,93.75,0.0,9488.900391,4962.5,0.0,0.0,0.0,2517.75,1449.0,682.0,2373.199951,0.0,90.699997,0.0,16909.199219,106.300003,0.0,0.0,14637.799805
2021-04-06,0.0,98.400002,0.0,9520.599609,4993.100098,0.0,0.0,0.0,2488.100098,1440.949951,697.25,2408.300049,0.0,91.150002,0.0,17078.300781,106.050003,0.0,0.0,14683.5
2021-04-07,0.0,99.949997,0.0,9539.299805,5077.100098,0.0,0.0,0.0,2538.550049,1447.349976,699.900024,2405.25,0.0,92.699997,0.0,17420.650391,105.449997,0.0,0.0,14819.049805
2021-04-08,0.0,97.400002,0.0,9655.599609,5029.5,0.0,0.0,0.0,2553.300049,1433.550049,701.25,2409.899902,0.0,92.900002,0.0,17667.900391,105.0,0.0,0.0,14873.799805
2021-04-09,0.0,97.650002,0.0,9629.950195,4872.299805,0.0,0.0,0.0,2521.149902,1421.650024,695.549988,2476.0,0.0,91.599998,0.0,17580.599609,102.800003,0.0,0.0,14834.849609
2021-04-12,0.0,92.800003,0.0,9162.150391,4511.0,0.0,0.0,0.0,2427.300049,1366.599976,687.049988,2462.0,0.0,87.050003,0.0,17495.699219,99.050003,0.0,0.0,14310.799805
2021-04-13,0.0,90.599998,0.0,9809.950195,4728.75,0.0,0.0,0.0,2494.550049,1400.300049,705.900024,2454.399902,0.0,88.800003,0.0,17162.150391,100.599998,0.0,0.0,14504.799805
2021-04-15,0.0,90.75,0.0,9747.75,4660.299805,0.0,0.0,0.0,2411.649902,1430.150024,694.099976,2460.649902,0.0,90.199997,0.0,16871.900391,101.349998,0.0,0.0,14581.450195
2021-04-16,0.0,91.75,0.0,9822.400391,4616.600098,0.0,0.0,0.0,2434.300049,1428.449951,690.950012,2458.899902,0.0,90.150002,0.0,17238.099609,102.449997,0.0,0.0,14617.849609
2021-04-19,0.0,87.449997,0.0,9470.950195,4479.600098,0.0,0.0,0.0,2371.699951,1411.900024,666.150024,2436.649902,0.0,88.099998,0.0,17081.25,99.050003,0.0,0.0,14359.450195
2021-04-20,0.0,87.150002,0.0,9821.049805,4613.649902,0.0,0.0,0.0,2341.050049,1390.75,685.349976,2397.449951,0.0,87.849998,0.0,17086.25,99.050003,0.0,0.0,14296.400391
2021-04-22,0.0,87.199997,0.0,9855.099609,4688.700195,0.0,0.0,0.0,2337.800049,1422.050049,678.900024,2349.399902,0.0,87.800003,0.0,16778.650391,98.949997,0.0,0.0,14406.150391
2021-04-23,0.0,87.800003,0.0,9919.049805,4667.799805,0.0,0.0,0.0,2319.449951,1414.300049,687.450012,2307.75,0.0,88.050003,0.0,16624.449219,102.550003,0.0,0.0,14341.349609
2021-04-26,0.0,87.75,0.0,9998.549805,4736.549805,0.0,0.0,0.0,2371.649902,1404.900024,704.75,2360.649902,0.0,88.25,0.0,16866.449219,102.400002,0.0,0.0,14485.0
2021-04-27,0.0,90.0,0.0,10085.700195,4865.049805,0.0,0.0,0.0,2400.800049,1438.5,678.599976,2379.850098,0.0,88.900002,0.0,16783.199219,102.050003,0.0,0.0,14653.049805
2021-04-28,0.0,94.5,0.0,10491.650391,5280.899902,0.0,0.0,0.0,2520.300049,1476.300049,672.900024,2406.550049,0.0,89.349998,0.0,16622.0,103.599998,0.0,0.0,14864.549805
2021-04-29,0.0,97.0,0.0,11184.599609,5484.850098,0.0,0.0,0.0,2463.399902,1472.400024,674.549988,2407.600098,0.0,88.75,0.0,16506.949219,103.050003,0.0,0.0,14894.900391
2021-04-30,0.0,94.75,0.0,11039.5,5451.899902,0.0,0.0,0.0,2421.050049,1412.199951,665.200012,2353.75,0.0,90.849998,0.0,16311.099609,102.449997,0.0,0.0,14631.099609
2021-05-03,0.0,95.550003,0.0,11047.799805,5551.149902,0.0,0.0,0.0,2395.899902,1413.099976,672.0,2408.0,0.0,91.550003,0.0,16500.699219,104.25,0.0,0.0,14634.150391
2021-05-04,0.0,95.699997,0.0,10988.900391,5615.75,0.0,0.0,0.0,2367.850098,1388.550049,667.950012,2407.649902,0.0,91.349998,0.0,16538.099609,103.75,0.0,0.0,14496.5
2021-05-05,0.0,97.050003,0.0,11108.799805,5515.149902,0.0,0.0,0.0,2371.449951,1402.449951,674.049988,2394.649902,0.0,92.199997,0.0,16550.199219,103.900002,0.0,0.0,14617.849609
2021-05-06,0.0,96.849998,0.0,11030.0,5528.799805,0.0,0.0,0.0,2440.699951,1401.449951,671.599976,2390.0,0.0,92.650002,0.0,16727.0,103.050003,0.0,0.0,14724.799805
2021-05-07,0.0,97.050003,0.0,11315.599609,5493.799805,0.0,0.0,0.0,2416.949951,1414.599976,673.25,2411.199951,0.0,94.699997,0.0,16753.550781,105.050003,0.0,0.0,14823.150391
2021-05-10,0.0,98.5,0.0,11337.900391,5497.5,0.0,0.0,0.0,2446.649902,1419.300049,680.0,2432.899902,0.0,99.050003,0.0,16763.599609,107.699997,0.0,0.0,14942.349609
2021-05-11,0.0,99.0,0.0,11196.400391,5424.700195,0.0,0.0,0.0,2469.649902,1403.699951,671.549988,2402.100098,0.0,103.699997,0.0,16870.949219,112.699997,0.0,0.0,14850.75
2021-05-12,0.0,97.449997,0.0,11086.450195,5358.399902,0.0,0.0,0.0,2456.5,1399.5,668.75,2328.949951,0.0,102.75,0.0,16713.75,113.300003,0.0,0.0,14696.5
2021-05-14,0.0,95.800003,0.0,10968.099609,5330.350098,0.0,0.0,0.0,2414.75,1387.150024,670.75,2376.850098,0.0,100.900002,0.0,17217.550781,111.400002,0.0,0.0,14677.799805
2021-05-17,0.0,97.050003,0.0,11247.549805,5430.100098,0.0,0.0,0.0,2483.399902,1439.949951,666.349976,2376.25,0.0,102.0,0.0,17037.0,111.550003,0.0,0.0,14923.150391
2021-05-18,0.0,101.900002,0.0,11407.950195,5688.75,0.0,0.0,0.0,2570.550049,1477.0,667.049988,2374.25,0.0,105.550003,0.0,17173.849609,112.099998,0.0,0.0,15108.099609
2021-05-19,0.0,102.400002,0.0,11205.900391,5631.200195,0.0,0.0,0.0,2565.050049,1457.949951,666.25,2359.75,0.0,107.199997,0.0,17444.25,111.949997,0.0,0.0,15030.150391
2021-05-20,0.0,100.099998,0.0,11225.450195,5588.75,0.0,0.0,0.0,2530.0,1432.849976,667.599976,2344.149902,0.0,104.699997,0.0,17277.099609,111.75,0.0,0.0,14906.049805
2021-05-21,0.0,101.099998,0.0,11269.75,5631.75,0.0,0.0,0.0,2521.949951,1497.0,670.650024,2362.25,0.0,104.300003,0.0,17491.949219,112.849998,0.0,0.0,15175.299805
2021-05-24,0.0,101.050003,0.0,11161.950195,5602.899902,0.0,0.0,0.0,2550.5,1509.25,670.400024,2336.550049,0.0,109.5,0.0,17375.75,112.900002,0.0,0.0,15197.700195
2021-05-25,0.0,100.400002,0.0,11371.099609,5618.649902,0.0,0.0,0.0,2623.149902,1478.800049,659.099976,2344.050049,0.0,110.300003,0.0,17529.0,113.300003,0.0,0.0,15208.450195
2021-05-26,0.0,99.25,0.0,11907.75,5771.149902,0.0,0.0,0.0,2632.0,1476.5,658.549988,2354.0,0.0,112.050003,0.0,17526.800781,111.099998,0.0,0.0,15301.450195
2021-05-27,0.0,95.150002,0.0,11883.650391,5682.200195,0.0,0.0,0.0,2605.300049,1479.400024,664.25,2326.399902,0.0,110.199997,0.0,17772.550781,110.300003,0.0,0.0,15337.849609
2021-05-28,0.0,91.949997,0.0,11712.549805,5610.75,0.0,0.0,0.0,2638.050049,1501.150024,668.650024,2321.699951,0.0,109.800003,0.0,17507.599609,108.949997,0.0,0.0,15435.650391
2021-05-31,0.0,92.5,0.0,11796.799805,5627.950195,0.0,0.0,0.0,2676.550049,1516.400024,666.400024,2340.050049,0.0,109.25,0.0,17692.699219,110.5,0.0,0.0,15582.799805
2021-06-01,0.0,95.349998,0.0,11832.25,5784.799805,0.0,0.0,0.0,2665.600098,1511.449951,665.450012,2358.300049,0.0,109.849998,0.0,17765.5,110.199997,0.0,0.0,15574.849609
2021-06-02,0.0,96.400002,0.0,11819.549805,5808.649902,0.0,0.0,0.0,2677.399902,1504.099976,675.849976,2358.800049,0.0,110.800003,0.0,17645.849609,111.150002,0.0,0.0,15576.200195
2021-06-03,0.0,100.75,0.0,11820.549805,5901.5,0.0,0.0,0.0,2768.149902,1520.199951,678.599976,2363.25,0.0,112.449997,0.0,17795.699219,111.800003,0.0,0.0,15690.349609
2021-06-04,0.0,105.75,0.0,12152.400391,5993.450195,0.0,0.0,0.0,2742.350098,1501.150024,680.799988,2342.050049,0.0,114.599998,0.0,17445.150391,111.75,0.0,0.0,15670.25
2021-06-07,0.0,126.900002,0.0,11828.5,5729.75,0.0,0.0,0.0,2755.199951,1499.199951,680.5,2339.300049,0.0,114.650002,0.0,17532.199219,116.400002,0.0,0.0,15751.650391
2021-06-08,0.0,151.75,0.0,11730.849609,5755.399902,0.0,0.0,0.0,2762.899902,1484.0,689.549988,2359.0,0.0,116.699997,0.0,17487.650391,116.199997,0.0,0.0,15740.099609
2021-06-09,0.0,152.350006,0.0,11558.650391,5674.5,0.0,0.0,0.0,2728.0,1479.75,684.650024,2356.0,0.0,114.900002,0.0,17562.25,118.099998,0.0,0.0,15635.349609
