Date,Close_ADANIENT.BO,Close_ADANIPOWER.NS,Close_ASIANPAINT.BO,Close_BAJAJFINSV.BO,Close_BAJFINANCE.NS,Close_BRITANNIA.NS,Close_CIPLA.NS,Close_DRREDDY.NS,Close_EICHERMOT.BO,Close_HDFCBANK.BO,Close_HDFCLIFE.BO,Close_HINDUNILVR.NS,Close_INDUSINDBK.NS,Close_IOC.BO,Close_KOTAKBANK.NS,Close_NESTLEIND.BO,Close_NTPC.NS,Close_RELIANCE.NS,Close_^NSEBANK,Close_^NSEI
2021-06-10,0.0,154.100006,0.0,11991.599609,6086.399902,0.0,0.0,0.0,2702.75,1481.550049,689.450012,2378.800049,0.0,115.949997,0.0,17547.099609,118.5,0.0,0.0,15737.75
2021-06-11,0.0,148.300003,0.0,11898.450195,6120.0,0.0,0.0,0.0,2746.100098,1486.199951,682.599976,2366.5,0.0,115.099998,0.0,17543.050781,118.800003,0.0,0.0,15799.349609
2021-06-14,0.0,140.899994,0.0,11931.799805,6194.149902,0.0,0.0,0.0,2743.899902,1479.400024,681.349976,2364.600098,0.0,114.75,0.0,17575.150391,118.199997,0.0,0.0,15811.849609
2021-06-15,0.0,133.899994,0.0,11799.049805,6161.149902,0.0,0.0,0.0,2763.199951,1490.099976,692.700012,2391.949951,0.0,115.699997,0.0,17679.5,117.800003,0.0,0.0,15869.25
2021-06-16,0.0,127.25,0.0,11852.900391,6081.600098,0.0,0.0,0.0,2740.600098,1484.150024,691.950012,2407.899902,0.0,115.900002,0.0,17972.449219,119.800003,0.0,0.0,15767.549805
2021-06-17,0.0,120.900002,0.0,11818.049805,6050.25,0.0,0.0,0.0,2676.149902,1465.949951,700.099976,2417.699951,0.0,114.599998,0.0,18053.5,117.400002,0.0,0.0,15691.400391
2021-06-18,0.0,114.900002,0.0,11998.0,6087.049805,0.0,0.0,0.0,2707.050049,1479.849976,709.200012,2482.899902,0.0,112.300003,0.0,17678.300781,113.550003,0.0,0.0,15683.349609
2021-06-21,0.0,120.599998,0.0,12161.700195,6116.0,0.0,0.0,0.0,2697.850098,1488.5,718.349976,2514.350098,0.0,112.550003,0.0,17642.5,118.0,0.0,0.0,15746.5
2021-06-22,0.0,126.599998,0.0,12133.049805,6016.799805,0.0,0.0,0.0,2718.550049,1484.349976,716.549988,2490.25,0.0,113.800003,0.0,17451.199219,118.300003,0.0,0.0,15772.75
2021-06-23,0.0,125.949997,0.0,12280.799805,6015.600098,0.0,0.0,0.0,2727.449951,1485.150024,717.549988,2480.5,0.0,112.849998,0.0,17406.050781,117.25,0.0,0.0,15686.950195
2021-06-24,0.0,119.699997,0.0,12297.349609,6043.600098,0.0,0.0,0.0,2706.100098,1506.25,717.75,2490.149902,0.0,111.449997,0.0,17596.400391,118.0,0.0,0.0,15790.450195
2021-06-25,0.0,116.75,0.0,12488.75,6075.799805,0.0,0.0,0.0,2721.0,1514.150024,725.549988,2448.649902,0.0,111.400002,0.0,17501.5,116.050003,0.0,0.0,15860.349609
2021-06-28,0.0,118.199997,0.0,12380.200195,6037.049805,0.0,0.0,0.0,2739.550049,1508.099976,696.0,2460.199951,0.0,110.800003,0.0,17508.099609,116.150002,0.0,0.0,15814.700195
2021-06-29,0.0,116.300003,0.0,12300.25,6052.399902,0.0,0.0,0.0,2704.449951,1501.599976,686.349976,2492.550049,0.0,108.150002,0.0,17578.699219,117.599998,0.0,0.0,15748.450195
2021-06-30,0.0,113.449997,0.0,12116.599609,6015.850098,0.0,0.0,0.0,2670.100098,1498.050049,686.400024,2471.300049,0.0,107.949997,0.0,17676.75,116.400002,0.0,0.0,15721.5
2021-07-01,0.0,107.800003,0.0,11813.099609,5967.149902,0.0,0.0,0.0,2674.100098,1486.449951,685.799988,2478.0,0.0,107.599998,0.0,17641.599609,117.349998,0.0,0.0,15680.0
2021-07-02,0.0,109.400002,0.0,11748.349609,5997.75,0.0,0.0,0.0,2661.300049,1480.650024,687.049988,2487.300049,0.0,108.5,0.0,17602.75,117.5,0.0,0.0,15722.200195
2021-07-05,0.0,106.800003,0.0,11924.650391,6072.700195,0.0,0.0,0.0,2701.550049,1495.0,678.299988,2499.050049,0.0,108.75,0.0,17634.550781,118.599998,0.0,0.0,15834.349609
2021-07-06,0.0,111.900002,0.0,12094.450195,6202.399902,0.0,0.0,0.0,2711.600098,1534.349976,679.900024,2472.5,0.0,108.400002,0.0,17489.650391,117.650002,0.0,0.0,15818.25
2021-07-07,0.0,109.800003,0.0,12369.75,6198.600098,0.0,0.0,0.0,2710.600098,1539.150024,685.0,2481.649902,0.0,107.900002,0.0,17714.800781,117.449997,0.0,0.0,15879.650391
2021-07-08,0.0,108.75,0.0,12331.150391,6117.799805,0.0,0.0,0.0,2730.899902,1520.099976,681.25,2447.550049,0.0,107.5,0.0,17618.800781,117.449997,0.0,0.0,15727.900391
2021-07-09,0.0,109.550003,0.0,12851.650391,6136.149902,0.0,0.0,0.0,2711.899902,1501.800049,683.25,2451.449951,0.0,107.349998,0.0,17640.75,117.800003,0.0,0.0,15689.799805
2021-07-12,0.0,108.199997,0.0,12908.200195,6149.549805,0.0,0.0,0.0,2709.350098,1487.300049,682.700012,2444.149902,0.0,107.25,0.0,17645.349609,117.849998,0.0,0.0,15692.599609
2021-07-13,0.0,106.75,0.0,12911.200195,6154.299805,0.0,0.0,0.0,2706.199951,1501.5,693.450012,2436.699951,0.0,107.800003,0.0,17673.800781,119.900002,0.0,0.0,15812.349609
2021-07-14,0.0,105.050003,0.0,12988.799805,6133.899902,0.0,0.0,0.0,2699.550049,1498.349976,688.400024,2414.850098,0.0,107.099998,0.0,17535.550781,120.75,0.0,0.0,15853.950195
2021-07-15,0.0,104.099998,0.0,12955.650391,6129.700195,0.0,0.0,0.0,2666.399902,1520.5,693.799988,2412.350098,0.0,106.300003,0.0,17618.800781,120.300003,0.0,0.0,15924.200195
2021-07-16,0.0,105.650002,0.0,12751.650391,6125.450195,0.0,0.0,0.0,2616.25,1521.699951,697.950012,2417.399902,0.0,106.150002,0.0,17650.099609,119.099998,0.0,0.0,15923.400391
2021-07-19,0.0,102.150002,0.0,12712.299805,6015.399902,0.0,0.0,0.0,2580.949951,1470.949951,678.599976,2408.649902,0.0,105.949997,0.0,17749.199219,121.400002,0.0,0.0,15752.400391
2021-07-20,0.0,97.050003,0.0,12591.400391,5941.850098,0.0,0.0,0.0,2554.899902,1443.0,663.599976,2434.899902,0.0,105.5,0.0,17829.400391,118.449997,0.0,0.0,15632.099609
2021-07-22,0.0,101.800003,0.0,13065.349609,6195.549805,0.0,0.0,0.0,2559.649902,1449.099976,662.25,2378.149902,0.0,106.699997,0.0,17995.199219,119.199997,0.0,0.0,15824.049805
2021-07-23,0.0,100.449997,0.0,13200.599609,6180.899902,0.0,0.0,0.0,2548.5,1442.849976,665.450012,2358.100098,0.0,105.949997,0.0,18122.849609,118.5,0.0,0.0,15856.049805
2021-07-26,0.0,97.949997,0.0,13525.349609,6162.450195,0.0,0.0,0.0,2563.350098,1434.449951,663.099976,2348.699951,0.0,104.650002,0.0,18077.550781,119.349998,0.0,0.0,15824.450195
2021-07-27,0.0,94.75,0.0,13801.200195,6231.450195,0.0,0.0,0.0,2570.550049,1439.800049,668.849976,2342.399902,0.0,103.900002,0.0,18238.449219,118.849998,0.0,0.0,15746.450195
2021-07-28,0.0,97.050003,0.0,13965.25,6262.0,0.0,0.0,0.0,2549.949951,1417.599976,664.799988,2361.399902,0.0,104.0,0.0,18012.599609,116.800003,0.0,0.0,15709.400391
2021-07-29,0.0,95.400002,0.0,14590.450195,6400.100098,0.0,0.0,0.0,2528.75,1417.5,662.549988,2334.75,0.0,103.900002,0.0,17909.900391,116.75,0.0,0.0,15778.450195
2021-07-30,0.0,95.849998,0.0,14221.299805,6228.100098,0.0,0.0,0.0,2531.5,1425.800049,665.099976,2333.300049,0.0,103.199997,0.0,17725.0,118.199997,0.0,0.0,15763.049805
2021-08-02,0.0,92.849998,0.0,14124.75,6200.5,0.0,0.0,0.0,2602.350098,1422.75,670.25,2332.800049,0.0,105.5,0.0,17709.050781,117.75,0.0,0.0,15885.150391
2021-08-03,0.0,91.849998,0.0,14281.799805,6331.899902,0.0,0.0,0.0,2648.399902,1434.449951,673.849976,2386.850098,0.0,106.150002,0.0,18287.800781,117.650002,0.0,0.0,16130.75
2021-08-04,0.0,90.25,0.0,14186.5,6359.149902,0.0,0.0,0.0,2643.0,1464.849976,675.25,2377.100098,0.0,105.300003,0.0,18050.800781,117.849998,0.0,0.0,16258.799805
2021-08-05,0.0,88.150002,0.0,13994.150391,6248.25,0.0,0.0,0.0,2732.350098,1485.650024,670.150024,2357.699951,0.0,103.949997,0.0,18214.25,116.5,0.0,0.0,16294.599609
2021-08-06,0.0,92.550003,0.0,14004.25,6224.299805,0.0,0.0,0.0,2747.350098,1493.699951,673.299988,2371.5,0.0,105.900002,0.0,18095.050781,117.650002,0.0,0.0,16238.200195
2021-08-09,0.0,90.349998,0.0,14240.799805,6193.149902,0.0,0.0,0.0,2726.300049,1503.650024,667.349976,2384.5,0.0,104.449997,0.0,18196.849609,116.699997,0.0,0.0,16258.25
2021-08-10,0.0,85.849998,0.0,14035.25,6170.100098,0.0,0.0,0.0,2735.199951,1507.449951,670.299988,2381.800049,0.0,102.300003,0.0,18277.900391,114.349998,0.0,0.0,16280.099609
2021-08-11,0.0,83.400002,0.0,14206.450195,6167.799805,0.0,0.0,0.0,2717.100098,1494.949951,666.549988,2390.449951,0.0,104.550003,0.0,18164.150391,116.949997,0.0,0.0,16282.25
2021-08-12,0.0,85.0,0.0,14339.650391,6199.5,0.0,0.0,0.0,2615.449951,1501.400024,674.900024,2392.300049,0.0,104.099998,0.0,18136.550781,119.150002,0.0,0.0,16364.400391
2021-08-13,0.0,84.949997,0.0,14302.349609,6156.549805,0.0,0.0,0.0,2546.75,1525.099976,671.0,2404.5,0.0,104.599998,0.0,18268.300781,118.25,0.0,0.0,16529.099609
2021-08-16,0.0,83.050003,0.0,14544.650391,6377.149902,0.0,0.0,0.0,2498.300049,1529.349976,673.400024,2426.399902,0.0,107.150002,0.0,18297.0,118.849998,0.0,0.0,16563.050781
2021-08-17,0.0,79.949997,0.0,14748.25,6410.100098,0.0,0.0,0.0,2516.050049,1514.849976,669.400024,2483.800049,0.0,105.699997,0.0,18729.949219,117.400002,0.0,0.0,16614.599609
2021-08-18,0.0,77.300003,0.0,15011.0,6544.100098,0.0,0.0,0.0,2590.5,1512.900024,671.349976,2486.050049,0.0,106.099998,0.0,18910.0,116.550003,0.0,0.0,16568.849609
2021-08-20,0.0,77.449997,0.0,14971.75,6661.100098,0.0,0.0,0.0,2600.300049,1514.349976,667.400024,2619.399902,0.0,103.550003,0.0,19552.800781,114.150002,0.0,0.0,16450.5
2021-08-23,0.0,73.599998,0.0,15268.200195,6752.200195,0.0,0.0,0.0,2543.600098,1523.5,668.549988,2634.149902,0.0,103.0,0.0,20016.5,113.400002,0.0,0.0,16496.449219
2021-08-24,0.0,77.25,0.0,16475.25,6980.100098,0.0,0.0,0.0,2546.899902,1558.75,671.0,2633.0,0.0,105.849998,0.0,19785.199219,113.949997,0.0,0.0,16624.599609
2021-08-25,0.0,81.099998,0.0,15896.700195,6944.950195,0.0,0.0,0.0,2579.050049,1556.949951,687.349976,2645.0,0.0,106.099998,0.0,19907.400391,114.0,0.0,0.0,16634.650391
2021-08-26,0.0,85.150002,0.0,15955.700195,6931.950195,0.0,0.0,0.0,2578.550049,1554.849976,699.0,2666.399902,0.0,105.550003,0.0,20046.800781,112.75,0.0,0.0,16636.900391
2021-08-27,0.0,89.400002,0.0,16198.700195,6966.600098,0.0,0.0,0.0,2573.399902,1548.699951,703.799988,2677.949951,0.0,105.949997,0.0,19953.949219,113.400002,0.0,0.0,16705.199219
2021-08-30,0.0,93.849998,0.0,16551.650391,7165.5,0.0,0.0,0.0,2551.149902,1568.050049,712.200012,2687.699951,0.0,107.349998,0.0,19763.599609,114.949997,0.0,0.0,16931.050781
2021-08-31,0.0,98.5,0.0,17134.199219,7524.5,0.0,0.0,0.0,2679.5,1581.5,717.700012,2724.100098,0.0,110.800003,0.0,19458.099609,115.949997,0.0,0.0,17132.199219
2021-09-01,0.0,103.400002,0.0,16784.550781,7519.600098,0.0,0.0,0.0,2701.149902,1578.5,719.5,2732.899902,0.0,110.75,0.0,19832.599609,115.400002,0.0,0.0,17076.25
2021-09-02,0.0,108.550003,0.0,16701.050781,7498.450195,0.0,0.0,0.0,2733.550049,1589.099976,758.799988,2801.050049,0.0,110.150002,0.0,20242.300781,116.5,0.0,0.0,17234.150391
2021-09-03,0.0,103.150002,0.0,16728.949219,7523.399902,0.0,0.0,0.0,2801.449951,1575.650024,734.450012,2766.699951,0.0,113.099998,0.0,20260.150391,117.0,0.0,0.0,17323.599609
2021-09-06,0.0,98.0,0.0,16756.75,7506.350098,0.0,0.0,0.0,2843.300049,1566.800049,735.650024,2780.600098,0.0,111.550003,0.0,20209.449219,116.449997,0.0,0.0,17377.800781
2021-09-07,0.0,93.099998,0.0,16779.199219,7457.299805,0.0,0.0,0.0,2822.899902,1569.150024,734.299988,2777.699951,0.0,111.900002,0.0,20373.25,115.849998,0.0,0.0,17362.099609
2021-09-08,0.0,97.75,0.0,16563.699219,7463.200195,0.0,0.0,0.0,2799.800049,1577.099976,743.450012,2800.899902,0.0,112.5,0.0,19876.650391,114.050003,0.0,0.0,17353.5
2021-09-09,0.0,102.550003,0.0,16743.300781,7430.649902,0.0,0.0,0.0,2818.350098,1567.650024,737.299988,2810.649902,0.0,112.800003,0.0,20439.449219,114.550003,0.0,0.0,17369.25
2021-09-13,0.0,100.550003,0.0,16929.150391,7445.549805,0.0,0.0,0.0,2804.75,1555.349976,734.799988,2786.350098,0.0,114.0,0.0,20434.599609,115.0,0.0,0.0,17355.300781
2021-09-14,0.0,99.199997,0.0,16833.650391,7417.549805,0.0,0.0,0.0,2819.800049,1548.25,739.200012,2762.550049,0.0,115.199997,0.0,20232.199219,115.900002,0.0,0.0,17380.0
2021-09-15,0.0,99.5,0.0,16829.099609,7414.149902,0.0,0.0,0.0,2841.800049,1547.099976,746.25,2775.449951,0.0,116.449997,0.0,20118.199219,124.199997,0.0,0.0,17519.449219
2021-09-16,0.0,98.550003,0.0,16730.800781,7411.5,0.0,0.0,0.0,2860.149902,1559.699951,754.950012,2768.25,0.0,118.349998,0.0,20043.849609,124.0,0.0,0.0,17629.5
